device_id, stream_id, kernel id, kernel mangled name, grid_dimX, grid_dimY, grid_dimZ, #blocks, block_dimX, block_dimY, block_dimZ, #threads, total_insts, total_reported_insts
0, 0, kernel-1.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-2.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-3.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-4.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-5.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-6.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-7.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-8.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-9.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-10.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-11.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-12.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-13.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-14.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-15.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-16.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-17.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-18.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-19.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-20.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-21.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-22.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-23.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-24.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-25.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-26.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-27.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-28.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-29.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-30.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-31.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-32.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-33.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-34.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-35.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-36.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-37.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-38.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-39.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-40.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-41.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-42.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-43.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-44.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-45.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-46.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-47.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
0, 0, kernel-48.trace, _Z24block2D_hybrid_coarsen_xffPfS_iii, 2, 32, 1, 64, 32, 4, 1, 128, 1573424,1573424
